Trades	Header	DataDiscriminator	Asset Category	Currency	Symbol	Date/Time	Exchange	Quantity	T. Price	C. Price	Notional Value	Comm/Fee	Basis	Realized P/L	Realized P/L %	MTM P/L	Code
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:50:35"	NYMEX	-3	1283.6	1282.6	38508	-3.21	-38504.79	0	0	30	O;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:50:37"	NYMEX	1	1284	1282.6	-12840	-1.07	12927.93	86.86	0.67	-14	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:51:04"	NYMEX	4	1284	1282.6	-51360	-4.28	51711.72	347.44	0.67	-56	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:51:59"	NYMEX	2	1284	1282.6	-25680	-2.14	25759.86	77.72	0.3	-28	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:52:21"	NYMEX	1	1284	1282.6	-12840	-1.07	12831.93	-9.14	-0.07	-14	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:57:05"	NYMEX	1	1284	1282.6	-12840	-1.07	12831.93	-9.14	-0.07	-14	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-22, 15:57:07"	NYMEX	3	1284.2	1282.6	-38526	-3.21	38477.79	-51.42	-0.13	-48	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-25, 15:50:34"	NYMEX	-2	1279.3	1280.9	25586	-2.14	-25583.86	0	0	-32	O;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-25, 15:50:36"	NYMEX	-5	1279.2	1280.9	63960	-5.35	-63954.65	0	0	-85	O;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-25, 15:50:37"	NYMEX	-6	1279.2	1280.9	76752	-6.42	-76745.58	0	0	-102	O;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-25, 15:50:34"	NYMEX	7	1279.7	1280.9	-89579	-7.49	89844.51	258.02	0.29	84	C
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-26, 15:50:55"	NYMEX	2	1272.4	1271.8	-25448	-2.14	25583.86	133.72	0.52	-12	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-26, 15:52:58"	NYMEX	6	1272.5	1271.8	-76350	-6.42	76745.58	389.16	0.51	-42	C;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-26, 15:53:38"	NYMEX	11	1272.5	1271.8	-139975	-11.77	63954.65	324.3	0.51	-77	C;O;P
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-26, 15:53:38"	NYMEX	1	1272.5	1271.8	-12725	-1.07	12726.07	0	0	-7	O
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-28, 15:46:15"	NYMEX	-2	1260.8	1262.8	25216	-2.14	-25452.14	-238.28	-0.94	-40	C;L
Trades	Data	Trade	Futures	USD	MGCZ8	"2018-06-28, 18:00:00"	NYMEX	-5	1259.3	1266.3	62965	-5.35	-63630.35	-670.7	-1.05	-350	C
Trades	Data	Trade	Futures	USD	QMH9	"2018-08-22, 14:49:03"	NYMEX	1	66.4	66.36	-33200	-2.07	33202.07	0	0	-20	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-04-27, 15:50:35"	NYMEX	3	68.1	68.1	-102150	-6.21	102156.21	0	0	0	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-01, 15:50:30"	NYMEX	1	67.475	67.25	-33737.5	-2.07	33739.57	0	0	-112.5	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-02, 15:50:27"	NYMEX	-2	67.65	67.93	67650	-4.14	-68104.14	-458.28	-0.67	-280	C
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-03, 15:50:31"	NYMEX	3	68.5	68.43	-102750	-6.21	102756.21	0	0	-105	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-04, 15:50:32"	NYMEX	-3	69.75	69.72	104625	-6.21	-102043.71	2575.08	2.52	45	C
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-07, 15:50:29"	NYMEX	1	69.825	70.73	-34912.5	-2.07	34914.57	0	0	452.5	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-09, 15:50:29"	NYMEX	-1	71.125	71.14	35562.5	-2.07	-34252.07	1308.36	3.82	-7.5	C
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-10, 15:50:29"	NYMEX	1	71.425	71.36	-35712.5	-2.07	35714.57	0	0	-32.5	O
Trades	Data	Trade	Futures	USD	QMM8	"2018-05-11, 15:50:28"	NYMEX	-3	70.55	70.7	105825	-6.21	-104881.21	937.58	0.89	-225	C
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-11, 15:50:28"	NYMEX	1	70.075	70.09	-35037.5	-2.07	35039.57	0	0	7.5	O;P
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-11, 15:50:32"	NYMEX	2	70.075	70.09	-70075	-4.14	70079.14	0	0	15	O;P
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-14, 15:50:28"	NYMEX	1	70.6	70.45	-35300	-2.07	35302.07	0	0	-75	O
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-15, 15:50:27"	NYMEX	-1	70.45	70.72	35225	-2.07	-35039.57	183.36	0.52	-135	C
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-16, 15:50:29"	NYMEX	1	71.05	70.93	-35525	-2.07	35527.07	0	0	-60	O
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-17, 15:50:27"	NYMEX	-1	70.85	70.86	35425	-2.07	-35039.57	383.36	1.09	-5	C
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-18, 15:50:29"	NYMEX	1	70.675	70.62	-35337.5	-2.07	35339.57	0	0	-27.5	O;P
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-18, 16:33:49"	NYMEX	1	70.675	70.62	-35337.5	-2.07	35339.57	0	0	-27.5	O;P
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-21, 15:50:29"	NYMEX	-1	71.65	71.54	35825	-2.07	-35039.57	783.36	2.24	55	C
Trades	Data	Trade	Futures	USD	QMU8	"2018-05-22, 15:50:36"	NYMEX	-3	71.375	71.57	107062.5	-6.21	-106168.71	887.58	0.84	-292.5	C
Trades	Data	Trade	Futures	USD	QMU8	"2018-06-22, 15:50:32"	NYMEX	-1	68.075	67.63	34037.5	-2.07	-35339.57	-1304.14	-3.69	222.5	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-22, 15:51:06"	NYMEX	5	70.025	70.04	-175062.5	-10.35	175072.85	0	0	37.5	O;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-22, 15:54:31"	NYMEX	1	70.025	70.04	-35012.5	-2.07	35014.57	0	0	7.5	O;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-23, 15:50:29"	NYMEX	-6	69.625	69.87	208875	-12.42	-210087.42	-1224.84	-0.58	-735	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-24, 15:50:25"	NYMEX	4	69.25	68.79	-138500	-8.28	138508.28	0	0	-920	O;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-24, 15:50:37"	NYMEX	2	69.25	68.79	-69250	-4.14	69254.14	0	0	-460	O;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-25, 15:50:34"	NYMEX	-5	66.1	66.36	165250	-10.35	-173135.35	-7895.7	-4.56	-650	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-28, 18:53:53"	NYMEX	3	67.7	65.21	-101550	-6.21	101556.21	0	0	-3735	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-29, 15:50:33"	NYMEX	-1	65.175	65.21	32587.5	-2.07	-34627.07	-2041.64	-5.9	-17.5	C;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-29, 15:52:37"	NYMEX	-1	65.175	65.21	32587.5	-2.07	-33852.07	-1266.64	-3.74	-17.5	C;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-29, 15:52:39"	NYMEX	-1	65.025	65.21	32512.5	-2.07	-33852.07	-1341.64	-3.96	-92.5	C;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-30, 15:50:43"	NYMEX	3	66.65	66.44	-99975	-6.21	99981.21	0	0	-315	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-05-31, 15:50:38"	NYMEX	-4	65.4	65.52	130800	-8.28	-133833.28	-3041.56	-2.27	-240	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-01, 15:50:33"	NYMEX	4	64.7	64.78	-129400	-8.28	129408.28	0	0	160	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-04, 15:50:43"	NYMEX	-1	64.1	63.91	32050	-2.07	-32352.07	-304.14	-0.94	95	C;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-04, 15:53:08"	NYMEX	-1	64.1	63.91	32050	-2.07	-32352.07	-304.14	-0.94	95	C;P
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-05, 15:50:32"	NYMEX	2	64.475	64.47	-64475	-4.14	64479.14	0	0	-5	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-06, 15:50:38"	NYMEX	-2	63.7	63.95	63700	-4.14	-64704.14	-1008.28	-1.56	-250	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-07, 15:50:32"	NYMEX	1	65.075	64.95	-32537.5	-2.07	32539.57	0	0	-62.5	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-08, 15:50:28"	NYMEX	-1	64.5	64.73	32250	-2.07	-32239.57	8.36	0.03	-115	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-13, 15:50:33"	NYMEX	-1	65.4	65.5	32700	-2.07	-32239.57	458.36	1.42	-50	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-14, 15:50:37"	NYMEX	2	65.375	65.29	-65375	-4.14	65379.14	0	0	-85	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-15, 15:50:40"	NYMEX	-2	63	63.52	63000	-4.14	-65229.14	-2233.28	-3.42	-520	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-18, 15:50:36"	NYMEX	1	64.375	64.3	-32187.5	-2.07	32189.57	0	0	-37.5	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-19, 15:50:38"	NYMEX	-1	63.675	63.72	31837.5	-2.07	-32689.57	-854.14	-2.61	-22.5	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-21, 15:50:36"	NYMEX	1	64.2	63.55	-32100	-2.07	32102.07	0	0	-325	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-06-22, 15:50:32"	NYMEX	-2	65.825	65.96	65825	-4.14	-64291.64	1529.22	2.38	-135	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-02, 15:50:57"	NYMEX	3	68.1	67.83	-102150	-6.21	102156.21	0	0	-405	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-03, 15:50:25"	NYMEX	-2	66.975	67.44	66975	-4.14	-68104.14	-1133.28	-1.66	-465	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-04, 18:11:58"	NYMEX	2	68.8	67.62	-68800	-4.14	68804.14	0	0	-1180	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-09, 15:50:28"	NYMEX	-1	68.75	68.75	34375	-2.07	-34052.07	320.86	0.94	0	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-11, 15:50:51"	NYMEX	1	66.575	65.75	-33287.5	-2.07	33289.57	0	0	-412.5	O
Trades	Data	Trade	Futures	USD	QMZ8	"2018-07-12, 15:50:27"	NYMEX	-2	66.7	66.96	66700	-4.14	-68804.14	-2108.28	-3.06	-260	C
Trades	Data	Trade	Futures	USD	QMZ8	"2018-08-22, 14:30:30"	NYMEX	-1	67.175	67.2	33587.5	-2.07	-33289.57	295.86	0.89	-12.5	C
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-07-05, 15:50:30"	ECBOT	1	120.125	120.0625	-120125	-1.62	120126.62	0	0	-62.5	O
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-07-09, 15:50:28"	ECBOT	1	119.984375	119.9375	-119984.375	-1.62	119985.995	0	0	-46.875	O
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-07-23, 15:50:28"	ECBOT	-1	119.296875	119.296875	119296.875	-1.62	-120126.62	-831.365	-0.69	0	C
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-08-02, 15:50:31"	ECBOT	-1	119.09375	119.09375	119093.75	-1.62	-119985.995	-893.865	-0.74	0	C
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-08-07, 16:00:45"	ECBOT	1	119.25	119.265625	-119250	-1.62	119251.62	0	0	15.625	O
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-08-08, 16:00:42"	ECBOT	-1	119.296875	119.3125	119296.875	-1.62	-119251.62	43.635	0.04	-15.625	C
Trades	Data	Trade	Futures	USD	ZN   DEC 18	"2018-08-09, 16:00:44"	ECBOT	1	119.609375	119.53125	-119609.375	-1.62	119610.995	0	0	-78.125	O
Trades	Data	Trade	Futures	USD	ZN   JUN 18	"2018-04-27, 15:50:35"	ECBOT	-1	119.484375	119.5	119484.375	-1.62	-119482.755	0	0	-15.625	O
Trades	Data	Trade	Futures	USD	ZN   JUN 18	"2018-05-11, 15:50:28"	ECBOT	1	119.40625	119.40625	-119406.25	-1.62	119482.755	74.885	0.06	0	C
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-11, 15:50:28"	ECBOT	-1	119.0625	119.078125	119062.5	-1.62	-119060.88	0	0	-15.625	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-18, 15:50:29"	ECBOT	-1	118.46875	118.484375	118468.75	-1.62	-118467.13	0	0	-15.625	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-24, 15:50:25"	ECBOT	1	119.1875	119.171875	-119187.5	-1.62	119060.88	-128.24	-0.11	-15.625	C
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-25, 15:50:24"	ECBOT	-1	119.625	119.53125	119625	-1.62	-119623.38	0	0	93.75	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-28, 18:00:00"	ECBOT	1	119.96875	120.9375	-119968.75	-1.62	118467.13	-1503.24	-1.27	968.75	C
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-29, 15:50:33"	ECBOT	-1	120.78125	120.9375	120781.25	-1.62	-120779.63	0	0	-156.25	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-30, 15:50:33"	ECBOT	2	120.296875	120.296875	-240593.75	-3.24	240403.01	-193.98	-0.08	0	C
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-05-31, 15:50:38"	ECBOT	-2	120.296875	120.4375	240593.75	-3.24	-240590.51	0	0	-281.25	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-06-01, 15:50:33"	ECBOT	2	119.8125	119.84375	-239625	-3.24	240590.51	962.27	0.4	62.5	C
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-06-20, 15:50:30"	ECBOT	1	119.578125	119.609375	-119578.125	-1.62	119579.745	0	0	31.25	O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-06-21, 15:50:36"	ECBOT	-2	119.84375	119.859375	239687.5	-3.24	-119579.745	262.385	0.22	-31.25	C;O
Trades	Data	Trade	Futures	USD	ZN   SEP 18	"2018-06-22, 15:50:32"	ECBOT	1	119.828125	119.828125	-119828.125	-1.62	119842.13	12.385	0.01	0	C
